meal_id,meal_name,meal_type,tagline,prep_time,ingredients,method,nutrition,why_this_meal,tags
B-0024,Chickpea Shakshuka (Egg & Chickpea Stew),Breakfast,Spiced Morning One-Pan Meal,20 minutes,"{""serving_size"":""1 serving (without bread)"",""list"":[{""item"":""Eggs"",""quantity"":""2 large""},{""item"":""Chickpeas"",""quantity"":""1/2 cup (cooked or canned, drained)""},{""item"":""Crushed tomatoes"",""quantity"":""1 cup (from can, or use fresh tomatoes chopped)""},{""item"":""Red bell pepper"",""quantity"":""1/2 small pepper, sliced thin""},{""item"":""Yellow onion"",""quantity"":""1/4, diced""},{""item"":""Garlic"",""quantity"":""2 cloves, minced""},{""item"":""Olive oil"",""quantity"":""1 tbsp""},{""item"":""Ground cumin"",""quantity"":""1/2 tsp""}]}","[""step 1: Sauté onion and pepper. Add garlic/spices; stir 30 seconds."",""step 2: Add crushed tomatoes/chickpeas; simmer 5 minutes."",""step 3: Make 2 wells, crack eggs in, cover, and cook 5–6 minutes."",""step 4: Garnish with parsley/cilantro and enjoy hot.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 350 Calories, 18g Protein, 10g Fiber. High protein/fiber content with lycopene antioxidants for recovery."",""details"":{""Calories"":""350 kcal"",""Protein"":""18 g"",""Carbs"":""38 g"",""Fiber"":""10 g"",""Fat"":""14 g"",""Saturated_Fat"":""3 g"",""Sugars"":""10 g"",""Sodium"":""350 mg""}}","Provides **~18g protein** (eggs + chickpeas) for muscle recovery. Tomato sauce is rich in **lycopene, an antioxidant that combats inflammation**. Spices/chickpeas provide **vitamin B6**, involved in melatonin production for better sleep cycles. **Fiber (~10g)** aids digestion and feeds gut bacteria.","[""Recovery"",""Energy"",""Better Performance""]"
B-0025,Mango Ginger Protein Lassi,Breakfast,Tropical Probiotic Smoothie,5 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Mango"",""quantity"":""1/2 cup ripe mango chunks (fresh or frozen)""},{""item"":""Greek yogurt or kefir"",""quantity"":""1/2 cup (plain)""},{""item"":""Protein powder (unflavored or vanilla)"",""quantity"":""1 scoop (~20 g protein)""},{""item"":""Almonds"",""quantity"":""6 whole (or 2 tbsp slivered almonds)""},{""item"":""Fresh ginger"",""quantity"":""1/2 inch piece, peeled""},{""item"":""Ground turmeric"",""quantity"":""1/4 tsp (optional, boosts anti-inflammatory power)""},{""item"":""Water"",""quantity"":""1/4 cup (or as needed to adjust consistency)""},{""item"":""Ice"",""quantity"":""a few cubes (especially if using fresh mango)""}]}","[""step 1: Blend mango, yogurt, protein powder, almonds, ginger, turmeric (opt), water, and ice until smooth."",""step 2: Taste and blend in honey if needed."",""step 3: Pour and drink cold.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 300 Calories, 25g Protein, 3g Fiber. High in protein, probiotics, and anti-inflammatory compounds."",""details"":{""Calories"":""300 kcal"",""Protein"":""25 g"",""Carbs"":""30 g"",""Fiber"":""3 g"",""Fat"":""8 g"",""Saturated_Fat"":""2.5 g"",""Sugars"":""18 g"",""Sodium"":""100 mg""}}","Supercharged with **~25g protein** to help repair muscles. **Ginger and turmeric are a powerful anti-inflammatory duo** that reduce muscle soreness. Greek yogurt/Kefir supplies **probiotics** for gut health. Mango provides **Vitamin C** for immune support, and almonds supply **magnesium** for restorative sleep.","[""Recovery"",""Energy"",""Better Performance""]"
B-0026,Chocolate Berry Chia Pudding,Breakfast,Overnight Omega-3 Breakfast,5 minutes (plus overnight refrigeration),"{""serving_size"":""1 serving"",""list"":[{""item"":""Chia seeds"",""quantity"":""3 tbsp""},{""item"":""Milk (dairy or plant-based)"",""quantity"":""3/4 cup""},{""item"":""Cocoa powder"",""quantity"":""1 tbsp (unsweetened)""},{""item"":""Vanilla extract"",""quantity"":""1/4 tsp (optional)""},{""item"":""Honey or maple syrup"",""quantity"":""2 tsp (for sweetness)""},{""item"":""Greek yogurt"",""quantity"":""2 tbsp (optional, for extra protein and creaminess)""},{""item"":""Mixed berries"",""quantity"":""1/2 cup (e.g., raspberries, strawberries, or blueberries)""},{""item"":""Almonds or walnuts"",""quantity"":""1 tbsp, chopped (for topping)""}]}","[""step 1: Stir together chia seeds, milk, cocoa, vanilla, honey, and yogurt (optional)."",""step 2: Cover and refrigerate overnight (at least 4 hours) until thick."",""step 3: Stir well and top with mixed berries and chopped nuts.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 300 Calories, 12g Protein, 10g Fiber. Nutrient-dense, offering Omega-3s, fiber, and anti-inflammatory cocoa."",""details"":{""Calories"":""300 kcal"",""Protein"":""12 g"",""Carbs"":""30 g"",""Fiber"":""10 g"",""Fat"":""15 g"",""Saturated_Fat"":""3.5 g"",""Sugars"":""12 g"",""Sodium"":""75 mg""}}",Chia seeds are packed with **Omega-3s and ~10g fiber** to tame inflammation and aid digestion. **Magnesium in chia/cocoa/nuts** supports relaxation and healthy sleep cycles. Cocoa provides **polyphenols** with anti-inflammatory effects. Greek yogurt adds **protein and probiotics**.,"[""Better Sleep"",""Recovery"",""Energy""]"
B-0027,Veggie & Black Bean Breakfast Quesadilla,Breakfast,Fiber-Filled Morning Quesadilla,15 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Whole-grain tortilla"",""quantity"":""1 large (10-inch) or 2 smaller (taco-size)""},{""item"":""Egg whites"",""quantity"":""2 (or use 1 whole egg + 1 egg white for more flavor)""},{""item"":""Black beans"",""quantity"":""1/4 cup (cooked or canned, rinsed)""},{""item"":""Red onion"",""quantity"":""2 tbsp, finely chopped""},{""item"":""Green bell pepper"",""quantity"":""1/4 cup, diced""},{""item"":""Cheddar or Monterey Jack cheese"",""quantity"":""2 tbsp, shredded (use a modest amount for flavor; can sub with plant-based cheese if desired)""},{""item"":""Olive oil"",""quantity"":""1 tsp (for cooking)""},{""item"":""Cumin"",""quantity"":""1/4 tsp""}]}","[""step 1: Sauté onion and pepper. Stir in black beans and cumin. Scramble with egg whites/egg."",""step 2: Place scramble and cheese over half of a warmed tortilla; fold."",""step 3: Cook in a dry pan for ~2 minutes per side until golden/melted."",""step 4: Cut into wedges; serve with salsa and Greek yogurt.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 400 Calories, 20g Protein, 8g Fiber. A satisfying way to pack in protein and fiber at the start of your day."",""details"":{""Calories"":""400 kcal"",""Protein"":""20 g"",""Carbs"":""45 g"",""Fiber"":""8 g"",""Fat"":""14 g"",""Saturated_Fat"":""5 g"",""Sugars"":""6 g"",""Sodium"":""450 mg""}}",Provides **~20g protein** (egg whites + black beans) for muscle repair. **Black beans/tortilla provide ~8g fiber** for gut health and lasting energy. Greek yogurt adds **probiotics** while keeping saturated fat low. The balanced macros help **stabilize blood sugar and cortisol levels** on under-recovered days.,"[""Recovery"",""Energy"",""Better Performance""]"
S-0015,Herbed Yogurt Dip with Veggies,Snacks,Probiotic Ranch Remix,5 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Greek yogurt"",""quantity"":""1/2 cup (plain)""},{""item"":""Garlic"",""quantity"":""1 small clove, minced""},{""item"":""Dried dill"",""quantity"":""1/2 tsp (or 1 tsp fresh dill, chopped)""},{""item"":""Dried parsley"",""quantity"":""1/2 tsp (or 1 tsp fresh, chopped)""},{""item"":""Onion powder"",""quantity"":""1/4 tsp""},{""item"":""Salt and pepper"",""quantity"":""to taste (a pinch of each)""},{""item"":""Assorted raw veggies for dipping"",""quantity"":""e.g., carrot sticks, cucumber slices, bell pepper strips, celery (about 1.5 cups total)""}]}","[""step 1: Combine Greek yogurt, minced garlic, dill, parsley, and onion powder. Mix well, seasoning to taste."",""step 2: Enjoy the high-protein dip (makes about 1/2 cup) with a platter of crunchy raw vegetables.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 150 Calories, 12g Protein, 5g Fiber. Low-calorie, high-satiety snack packed with probiotics and fiber."",""details"":{""Calories"":""150 kcal"",""Protein"":""12 g"",""Carbs"":""18 g"",""Fiber"":""5 g"",""Fat"":""2 g"",""Saturated_Fat"":""1 g"",""Sugars"":""10 g"",""Sodium"":""150 mg""}}","Greek yogurt provides **~12g protein and probiotics** that reinforce the gut and aid recovery. Crunchy vegetables contribute vitamins, hydration, and **fiber**. **Garlic adds allicin** to bolster immunity. **Blood-sugar friendly** profile provides steady energy and prevents afternoon crashes.","[""Better Performance"",""Recovery"",""Energy""]"
S-0016,Matcha Coconut Energy Balls,Snacks,Antioxidant Green Tea Bites,15 minutes (plus 30 min chilling),"{""serving_size"":""2 balls (Recipe makes ~6 balls)"",""list"":[{""item"":""Rolled oats"",""quantity"":""1/2 cup""},{""item"":""Almond butter"",""quantity"":""2 tbsp (or cashew butter)""},{""item"":""Protein powder"",""quantity"":""1 scoop (~20 g) vanilla or unflavored""},{""item"":""Honey"",""quantity"":""1 tbsp (acts as binder and sweetener)""},{""item"":""Matcha green tea powder"",""quantity"":""1 tsp (culinary grade)""},{""item"":""Shredded unsweetened coconut"",""quantity"":""2 tbsp (plus extra for rolling)""},{""item"":""Chia seeds"",""quantity"":""1 tsp (adds crunch, omega-3s, and fiber)""},{""item"":""Water"",""quantity"":""1–2 tsp, if needed to bind""}]}","[""step 1: Mix oats, powders, coconut, and chia. Add almond butter and honey; mix thoroughly to form a thick dough."",""step 2: Roll into ~6 bite-sized balls (opt. coat in coconut)."",""step 3: Refrigerate for at least 30 minutes to firm up."",""step 4: Enjoy 1–2 balls per snack; keep leftovers refrigerated.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 220 Calories, 10g Protein, 4g Fiber. Gentle pick-me-up with complex carbs and anti-inflammatory compounds."",""details"":{""Calories"":""220 kcal"",""Protein"":""10 g"",""Carbs"":""20 g"",""Fiber"":""4 g"",""Fat"":""11 g"",""Saturated_Fat"":""4 g"",""Sugars"":""8 g"",""Sodium"":""75 mg""}}","**Matcha's EGCG antioxidant** improves focus; **slow-release caffeine** offers steady alertness without jitters. Provides **~10g protein** and complex carbs for recovery. Coconut and chia add **omega-3s** and fats with **anti-inflammatory properties**. **Fiber** stabilizes blood sugar, supporting steady performance.","[""Energy"",""Better Performance"",""Recovery""]"
S-0017,Cherry Almond Recovery Shake,Snacks,Antioxidant Recovery Shake,5 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Tart cherry juice"",""quantity"":""1/2 cup (100% unsweetened, or use 1 cup frozen tart cherries)""},{""item"":""Almond milk"",""quantity"":""1/2 cup (unsweetened)""},{""item"":""Greek yogurt"",""quantity"":""1/4 cup (adds protein and probiotics)""},{""item"":""Almond butter"",""quantity"":""1 tbsp""},{""item"":""Protein powder (optional)"",""quantity"":""1/2 scoop (~10 g protein; vanilla flavor works well)""},{""item"":""Flaxseed"",""quantity"":""1 tsp (ground, for omega-3 and fiber)""},{""item"":""Cinnamon"",""quantity"":""a pinch (optional, for flavor and blood sugar control)""},{""item"":""Ice"",""quantity"":""a few cubes (if using juice rather than frozen fruit)""}]}","[""step 1: Add all ingredients (cherry juice, milk, yogurt, almond butter, powder (opt), flaxseed, cinnamon, ice) to the blender."",""step 2: Blend on high until smooth and creamy. Adjust with liquid/ice if needed."",""step 3: Pour and enjoy cold immediately.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 250 Calories, 15g Protein, 4g Fiber. Specialized post-workout fuel with natural melatonin and anti-inflammatory compounds."",""details"":{""Calories"":""250 kcal"",""Protein"":""15 g"",""Carbs"":""30 g"",""Fiber"":""4 g"",""Fat"":""10 g"",""Saturated_Fat"":""2.5 g"",""Sugars"":""18 g"",""Sodium"":""100 mg""}}","**Tart cherries anthocyanins reduce muscle soreness** and strength loss. Supplies **~15g protein** and carbs for glycogen/muscle repair. Cherries are a natural source of **melatonin**, potentially assisting sleep quality. Flaxseed adds **omega-3 fatty acids** to fight inflammation, and yogurt provides **probiotics**.","[""Recovery"",""Better Sleep"",""Energy""]"
S-0018,Turmeric Ginger Bone Broth (Sip),Snacks,Warm Anti-Inflammatory Elixir,5 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Bone broth (chicken or beef)"",""quantity"":""1 cup (choose a low-sodium, high-collagen variety)""},{""item"":""Fresh ginger"",""quantity"":""3–4 slices (or 1/4 tsp ground ginger)""},{""item"":""Ground turmeric"",""quantity"":""1/4 tsp""},{""item"":""Black pepper"",""quantity"":""pinch (enhances turmeric absorption)""},{""item"":""Lemon juice"",""quantity"":""1 tsp (optional, for taste and vitamin C)""},{""item"":""Salt"",""quantity"":""to taste (if needed, bone broth is usually salted)""}]}","[""step 1: Heat bone broth with ginger slices to a gentle simmer for 3–5 minutes to infuse."",""step 2: Turn off heat; stir in turmeric and a pinch of black pepper (boosts absorption)."",""step 3: Strain (opt); add lemon (opt). Sip slowly while warm.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 40 Calories, 8g Protein, 1g Carbs. Functional drink rich in collagen and anti-inflammatory spices."",""details"":{""Calories"":""40 kcal"",""Protein"":""8 g"",""Carbs"":""1 g"",""Fiber"":""0 g"",""Fat"":""1 g"",""Saturated_Fat"":""0.5 g"",""Sugars"":""0 g"",""Sodium"":""150 mg""}}","Bone broth supplies **collagen protein (~8g)** for tissue healing and **glycine** for relaxation and better sleep latency. Enhanced with **turmeric/ginger, a potent anti-inflammatory duo** that reduces muscle soreness. **Black pepper boosts curcumin absorption**. Promotes recovery and better sleep.","[""Recovery"",""Better Sleep"",""Better Performance""]"
S-0019,Sleepytime Protein Hot Cocoa,Snacks,Evening Cocoa with Benefits,5 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Milk"",""quantity"":""1 cup (dairy or fortified almond milk; dairy has more tryptophan for sleep)""},{""item"":""Unsweetened cocoa powder"",""quantity"":""1 tbsp""},{""item"":""Collagen peptide powder"",""quantity"":""1 scoop (~10 g protein, optional; it dissolves easily)""},{""item"":""Honey"",""quantity"":""1 tsp (or to taste; or use stevia for no added sugar)""},{""item"":""Vanilla extract"",""quantity"":""1/8 tsp (a couple drops, optional)""},{""item"":""Cinnamon"",""quantity"":""a pinch (optional, for flavor)""}]}","[""step 1: Gently heat milk until steaming (avoid boiling)."",""step 2: Whisk in cocoa and collagen powder (opt) until dissolved."",""step 3: Stir in honey, vanilla, and cinnamon."",""step 4: Sip slowly about 30–60 minutes before bed.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 170 Calories, 12g Protein, 18g Carbs. Low-sugar bedtime snack supporting muscle recovery and stable blood sugar."",""details"":{""Calories"":""170 kcal"",""Protein"":""12 g"",""Carbs"":""18 g"",""Fiber"":""2 g"",""Fat"":""6 g"",""Saturated_Fat"":""4 g"",""Sugars"":""15 g"",""Sodium"":""100 mg""}}","Provides **~12g protein (collagen/milk)** for overnight muscle repair. Warm milk and cocoa contain **tryptophan and magnesium** that promote relaxation and enhance sleep quality. **Low glycemic load** helps **stabilize blood sugar**, preventing sleep disturbances. Collagen peptides are **gut-friendly**.","[""Better Sleep"",""Recovery"",""Energy""]"
S-0020,Crispy Tofu Bites with Chili Dip,Snacks,Plant Protein Popcorn “Chicken”,20 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Firm tofu"",""quantity"":""4 oz (about 1/4 of a typical block), pressed to remove water""},{""item"":""Whole wheat flour or cornstarch"",""quantity"":""2 tbsp (for coating)""},{""item"":""Garlic powder"",""quantity"":""1/4 tsp""},{""item"":""Paprika"",""quantity"":""1/4 tsp""},{""item"":""Salt and pepper"",""quantity"":""a pinch of each""},{""item"":""Olive oil"",""quantity"":""2 tsp (for baking or pan-frying)""},{""item"":""Simple Chili Yogurt Dip: Greek yogurt"",""quantity"":""2 tbsp""},{""item"":""Simple Chili Yogurt Dip: hot sauce"",""quantity"":""1 tsp (or to taste)""}]}","[""step 1: Cut pressed tofu into cubes; toss with flour/cornstarch and spices."",""step 2: Bake at 400°F for ~15 mins (flipping) or pan-fry until crispy."",""step 3: Mix Greek yogurt, hot sauce, lime, and salt for a high-protein dip."",""step 4: Enjoy tofu bites warm, dunking into the dip.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 200 Calories, 14g Protein, 2g Fiber. Savory, high-protein snack for recovery without the heavy fat of frying."",""details"":{""Calories"":""200 kcal"",""Protein"":""14 g"",""Carbs"":""16 g"",""Fiber"":""2 g"",""Fat"":""8 g"",""Saturated_Fat"":""2.5 g"",""Sugars"":""4 g"",""Sodium"":""150 mg""}}",Tofu provides **~14g complete plant protein** and is rich in **calcium/iron** (key for muscle function/energy). **Greek yogurt dip adds extra protein/probiotics**. Chili **stimulates metabolism/endorphins** for a pick-me-up. Light preparation and high protein/low-carb profile ensures steady energy.,"[""Recovery"",""Better Performance"",""Energy""]"
S-0021,Edamame Avocado Dip,Snacks,High-Protein Green Hummus,10 minutes,"{""serving_size"":""1 serving (for 1/2 of the batch, not including dippers)"",""list"":[{""item"":""Edamame (soybeans)"",""quantity"":""1/2 cup (cooked and shelled, can use frozen edamame thawed)""},{""item"":""Avocado"",""quantity"":""1/4 of a large avocado""},{""item"":""Greek yogurt"",""quantity"":""2 tbsp (plain)""},{""item"":""Garlic"",""quantity"":""1 clove, minced""},{""item"":""Lemon juice"",""quantity"":""1 tbsp (fresh)""},{""item"":""Fresh cilantro or parsley"",""quantity"":""2 tbsp""},{""item"":""Cumin"",""quantity"":""1/4 tsp""},{""item"":""Salt"",""quantity"":""a pinch (to taste)""}]}","[""step 1: Blend edamame, avocado, yogurt, garlic, lemon juice, herbs, cumin, and salt until smooth."",""step 2: Add olive oil (opt); blend; add water if too thick."",""step 3: Taste and adjust seasoning/lemon as needed."",""step 4: Serve the dip with fresh veggie sticks or crackers.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 180 Calories, 9g Protein, 5g Fiber. A green super-dip high in plant protein, healthy fats, and magnesium/potassium."",""details"":{""Calories"":""180 kcal"",""Protein"":""9 g"",""Carbs"":""14 g"",""Fiber"":""5 g"",""Fat"":""9 g"",""Saturated_Fat"":""2.5 g"",""Sugars"":""4 g"",""Sodium"":""150 mg""}}","Edamame provides **~9g complete plant protein** for muscle repair. **Avocado adds healthy fats and potassium/magnesium**, which support better sleep. Greek yogurt adds **probiotics**. **Fiber (~5g)** stabilizes blood sugar. High protein/low refined carbs make it **ideal for recovery and energy stability**.","[""Recovery"",""Energy"",""Better Performance""]"
S-0022,Smoked Salmon Cucumber Bites,Snacks,Omega-3 Protein Bites,5 minutes,"{""serving_size"":""1 serving (~6 bites)"",""list"":[{""item"":""Smoked salmon"",""quantity"":""2 oz (about 2 slices)""},{""item"":""Cucumber"",""quantity"":""1 medium, cut into 1/2-inch thick rounds""},{""item"":""Creamy cottage cheese or Greek yogurt"",""quantity"":""2 tbsp (cottage cheese curds or thick yogurt to dollop)""},{""item"":""Fresh dill"",""quantity"":""for garnish (optional)""},{""item"":""Black pepper"",""quantity"":""a pinch""},{""item"":""Lemon zest"",""quantity"":""a pinch (optional, adds zing)""}]}","[""step 1: Lay out cucumber rounds (pat dry)."",""step 2: Dollop cottage cheese/yogurt; top with torn smoked salmon."",""step 3: Garnish with black pepper, lemon zest, and dill."",""step 4: Enjoy immediately for best crunch.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 150 Calories, 14g Protein, 1g Fiber. Low-carb, high-satiety snack rich in Omega-3s and Vitamin D."",""details"":{""Calories"":""150 kcal"",""Protein"":""14 g"",""Carbs"":""6 g"",""Fiber"":""1 g"",""Fat"":""7 g"",""Saturated_Fat"":""3 g"",""Sugars"":""4 g"",""Sodium"":""600 mg""}}","Salmon is loaded with **anti-inflammatory Omega-3s (DHA/EPA)** to support muscle recovery and improve HRV. Provides **~14g protein in ~150 calories** for muscle repair and satiety. Greek yogurt/cottage cheese adds extra **protein/probiotics**. **Protein/fat keep blood sugar stable**, avoiding energy slumps.","[""Recovery"",""Better Performance"",""Energy""]"
S-0023,Deviled Eggs with Greek Yogurt,Snacks,Protein-Rich Deviled Eggs,15 minutes,"{""serving_size"":""1 serving (2 deviled egg halves)"",""list"":[{""item"":""Eggs"",""quantity"":""1 large (hard-boiled)""},{""item"":""Greek yogurt"",""quantity"":""1 tbsp (plain, this replaces mayo)""},{""item"":""Dijon mustard"",""quantity"":""1/2 tsp""},{""item"":""Turmeric powder"",""quantity"":""a pinch (optional, adds golden color and anti-inflammatory perk)""},{""item"":""Salt and pepper"",""quantity"":""to taste (a tiny pinch of each)""},{""item"":""Paprika"",""quantity"":""a dash (for garnish, traditional deviled egg touch)""},{""item"":""Fresh chives or parsley"",""quantity"":""1 tsp, chopped (for garnish, optional)""}]}","[""step 1: Hard-boil egg (8-10 mins); cool and peel."",""step 2: Scoop out yolk; mash with Greek yogurt, mustard, and turmeric (opt) until creamy."",""step 3: Spoon filling back into egg white halves."",""step 4: Garnish with paprika/chives; serve.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 80 Calories, 7g Protein, 0g Fiber. Low-calorie, high-satiety protein snack; yogurt replaces high-fat mayo."",""details"":{""Calories"":""80 kcal"",""Protein"":""7 g"",""Carbs"":""1.5 g"",""Fiber"":""0 g"",""Fat"":""5 g"",""Saturated_Fat"":""2 g"",""Sugars"":""1 g"",""Sodium"":""120 mg""}}",Provides **~7g complete protein** for muscle repair. Greek yogurt cuts fat and adds **probiotics**. **Turmeric adds curcumin's anti-inflammatory benefits**. Eggs are rich in **choline** for cognitive function. **Low-carb** nature ensures stable blood sugar.,"[""Recovery"",""Better Performance"",""Energy""]"
S-0024,Apple Cinnamon Protein Muffins,Snacks,Whole-Grain Protein Muffins,30 minutes (includes baking),"{""serving_size"":""2 muffins (Recipe makes 4 small muffins)"",""list"":[{""item"":""Oat flour"",""quantity"":""1/2 cup (or whole wheat flour)""},{""item"":""Vanilla protein powder"",""quantity"":""1/4 cup (about 1 scoop)""},{""item"":""Egg"",""quantity"":""1 large""},{""item"":""Unsweetened applesauce"",""quantity"":""1/4 cup (adds moisture and natural sweetness)""},{""item"":""Grated apple"",""quantity"":""1/4 cup (about half a small apple, for texture; squeeze excess juice)""},{""item"":""Baking powder"",""quantity"":""1/2 tsp""},{""item"":""Cinnamon"",""quantity"":""1/2 tsp""},{""item"":""Nutmeg"",""quantity"":""a pinch (optional)""}]}","[""step 1: Preheat oven to 350°F; line 4 muffin cups."",""step 2: Mix dry ingredients. Whisk egg, applesauce, honey, and milk separately."",""step 3: Combine wet/dry; fold in grated apple/walnuts (opt)."",""step 4: Divide batter; bake 18–22 minutes until done."",""step 5: Enjoy 2 muffins warm/room temp; store extras.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 220 Calories, 14g Protein, 4g Fiber. Lower-sugar muffin with protein and whole grains for sustained energy."",""details"":{""Calories"":""220 kcal"",""Protein"":""14 g"",""Carbs"":""28 g"",""Fiber"":""4 g"",""Fat"":""6 g"",""Saturated_Fat"":""1.5 g"",""Sugars"":""12 g"",""Sodium"":""200 mg""}}",Provides **~14g protein** and **~4g fiber** (oat flour/apple) for muscle recovery and satiety. **Cinnamon improves blood sugar control** for stable energy. Walnuts add **magnesium and omega-3s** (ALA) to reduce inflammation and support better sleep quality. Great for pre-workout fuel or avoiding energy crashes.,"[""Energy"",""Recovery"",""Better Performance""]"
S-0025,Tamari Turmeric Roasted Almonds,Snacks,Anti-Inflammatory Crunch,20 minutes (includes roasting),"{""serving_size"":""1 serving – about 1/4 cup almonds"",""list"":[{""item"":""Raw almonds"",""quantity"":""1/4 cup""},{""item"":""Tamari (low-sodium soy sauce)"",""quantity"":""1 tsp""},{""item"":""Olive oil"",""quantity"":""1/2 tsp""},{""item"":""Ground turmeric"",""quantity"":""1/4 tsp""},{""item"":""Garlic powder"",""quantity"":""1/8 tsp (a pinch)""},{""item"":""Black pepper"",""quantity"":""a pinch (enhances turmeric benefits)""},{""item"":""Cayenne pepper"",""quantity"":""a tiny pinch (optional, for a bit of heat)""}]}","[""step 1: Preheat oven to 300°F; line baking sheet."",""step 2: Toss almonds with tamari, olive oil, turmeric, garlic powder, and pepper."",""step 3: Roast 12–15 minutes (stirring once) until fragrant and toasted."",""step 4: Cool completely; enjoy as a crunchy snack.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 180 Calories, 6g Protein, 4g Fiber. Nutrient-dense with strong anti-inflammatory properties and high magnesium."",""details"":{""Calories"":""180 kcal"",""Protein"":""6 g"",""Carbs"":""6 g"",""Fiber"":""4 g"",""Fat"":""15 g"",""Saturated_Fat"":""2 g"",""Sugars"":""2 g"",""Sodium"":""120 mg""}}","**Turmeric's curcumin is a potent anti-inflammatory; black pepper boosts its absorption** significantly. Almonds supply **magnesium (20% DV)**, supporting muscle relaxation and **improved sleep quality**. Tamari adds **sodium** for electrolyte replenishment. Protein/healthy fats ensure **stable blood sugar** for long-lasting energy.","[""Recovery"",""Better Performance"",""Energy""]"
S-0026,Blueberry Kefir Popsicles,Snacks,Frozen Probiotic Treats,10 minutes (plus freezing time ~4 hours),"{""serving_size"":""1 pop (Recipe makes 4 small popsicles)"",""list"":[{""item"":""Blueberries"",""quantity"":""1 cup (fresh or frozen)""},{""item"":""Kefir"",""quantity"":""1/2 cup (plain kefir, a fermented milk drink)""},{""item"":""Greek yogurt"",""quantity"":""1/4 cup (plain)""},{""item"":""Honey"",""quantity"":""2 tsp (or sweetener of choice, adjust to taste)""},{""item"":""Lemon zest"",""quantity"":""1/4 tsp (from organic lemon, optional for brightness)""},{""item"":""Vanilla extract"",""quantity"":""1/4 tsp (optional)""}]}","[""step 1: Blend blueberries, kefir, yogurt, honey, lemon zest, and vanilla until smooth."",""step 2: Pour into 4 popsicle molds/cups."",""step 3: Freeze for at least 4 hours until solid."",""step 4: Run under warm water to release; enjoy.""]","{""serving_unit"":""per 1 serving"",""summary"":""Approx 50 Calories, 2g Protein, 1g Fiber. Low-calorie treat delivering billions of probiotics and antioxidants."",""details"":{""Calories"":""50 kcal"",""Protein"":""2 g"",""Carbs"":""9 g"",""Fiber"":""1 g"",""Fat"":""1 g"",""Saturated_Fat"":""0.5 g"",""Sugars"":""6 g"",""Sodium"":""20 mg""}}",Kefir and Greek yogurt deliver billions of **probiotics** for gut health and reduced inflammation. Blueberries add **anthocyanin antioxidants** to combat oxidative stress. **Low in added sugar**; provides compounds (tryptophan/melatonin) that may assist **better sleep**. Provides a bit of **casein protein** for overnight muscle repair.,"[""Better Sleep"",""Recovery"",""Energy""]"
