meal_id,meal_name,meal_type,tagline,prep_time,ingredients,method,nutrition,why_this_meal,tags
B-0011,Carrot Cake Oatmeal with Greek Yogurt,Breakfast,Protein-Packed Comfort Oats,15 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Rolled oats"",""quantity"":""1/2 cup""},{""item"":""Grated carrot"",""quantity"":""1/2 cup (about 1 small carrot)""},{""item"":""Water or milk"",""quantity"":""1 cup""},{""item"":""Cinnamon"",""quantity"":""1/2 teaspoon""},{""item"":""Nutmeg"",""quantity"":""1/8 teaspoon (a pinch)""},{""item"":""Salt"",""quantity"":""a pinch""},{""item"":""Greek yogurt"",""quantity"":""1/4 cup (plain)""},{""item"":""Walnuts"",""quantity"":""2 tablespoons, chopped""}]}","[""step 1: In a small saucepan, combine rolled oats, grated carrot, water (or milk), cinnamon, nutmeg, and a pinch of salt. Bring to a gentle boil, then reduce heat and simmer for 5–7 minutes, stirring occasionally, until oatmeal is creamy and the carrots are soft. Add a splash more liquid if needed to reach your desired consistency."",""step 2: Turn off the heat and stir in the Greek yogurt (this cools the oats slightly and adds protein). If using protein powder instead of yogurt, you can stir it in now with a little extra liquid to mix smoothly."",""step 3: Transfer the oatmeal to a bowl. Top with chopped walnuts and raisins."",""step 4: Drizzle with honey or maple syrup if you prefer additional sweetness. Enjoy warm.""]","{""serving_unit"":""per 1 serving"",""summary"":""This oatmeal offers complex carbs for energy, protein from Greek yogurt, and healthy fats plus omega-3s from walnuts. It’s rich in vitamin A from carrots and has natural sweetness and fiber from raisins."",""details"":{""Calories"":""320 kcal"",""Protein"":""15 g"",""Carbs"":""45 g"",""Fiber"":""8 g"",""Fat"":""10 g"",""Saturated_Fat"":""2.5 g"",""Sugars"":""15 g"",""Sodium"":""150 mg""}}","This cozy oatmeal turns a classic dessert into a balanced breakfast. You get fiber from oats and carrots (which also provide beta-carotene for immune support), plus protein and probiotics from Greek yogurt to aid muscle recovery and gut health. Walnuts add omega-3 fats that fight inflammation. It’s a satisfying, nutrient-dense meal that helps recovery and gut health while feeling indulgent.","[""Recovery"",""Energy"",""Better Performance""]"
B-0012,Whole-Grain Protein Waffles with Berry Compote,Breakfast,Weekend Muscle-Fuel Waffles,25 minutes,"{""serving_size"":""1 serving (2 waffles)"",""list"":[{""item"":""Whole wheat flour"",""quantity"":""3/4 cup (or use half oat flour for extra fiber) - for 2 servings""},{""item"":""Protein powder"",""quantity"":""1 scoop (unflavored or vanilla) - for 2 servings""},{""item"":""Baking powder"",""quantity"":""1 teaspoon - for 2 servings""},{""item"":""Salt"",""quantity"":""a pinch - for 2 servings""},{""item"":""Eggs"",""quantity"":""2 large - for 2 servings""},{""item"":""Milk"",""quantity"":""1 cup (dairy or plant-based) - for 2 servings""},{""item"":""Vanilla extract"",""quantity"":""1 teaspoon - for 2 servings""},{""item"":""Coconut oil (melted, or butter, for richness)"",""quantity"":""2 tablespoons - for 2 servings""}]}","[""step 1: In a bowl, whisk together the whole wheat flour, protein powder, baking powder, and salt. In a separate bowl, beat the eggs, then mix in milk, vanilla extract, and melted coconut oil."",""step 2: Pour the wet ingredients into the dry ingredients and stir until just combined (a few lumps are fine; do not overmix). Let the batter rest for 5 minutes while you preheat your waffle iron."",""step 3: Meanwhile, prepare the berry compote: In a small saucepan over medium heat, add the mixed berries and a drizzle of honey or maple syrup. Cook, stirring occasionally, until berries soften and release their juices (about 5 minutes). Mash slightly with a spoon. Simmer another 2–3 minutes until slightly thickened. Remove from heat (it will thicken more as it cools)."",""step 4: Cook the waffles according to your waffle iron’s instructions (usually, pour batter into the greased iron and cook until golden and set). This recipe makes about 4 small waffles (2 servings)."",""step 5: Serve waffles topped with warm berry compote and a dollop of Greek yogurt if desired.""]","{""serving_unit"":""per 1 serving"",""summary"":""These waffles are higher in protein than typical waffles, supporting muscle recovery. They also provide complex carbs for energy and fiber from whole grains and berries."",""details"":{""Calories"":""400 kcal"",""Protein"":""20 g"",""Carbs"":""45 g"",""Fiber"":""6 g"",""Fat"":""18 g"",""Saturated_Fat"":""7 g"",""Sugars"":""12 g"",""Sodium"":""350 mg""}}","Whole-grain waffles with added protein make for a recovery-friendly breakfast that still feels like a treat. The batter includes protein powder and eggs, yielding ~10 g protein per waffle. Using whole wheat flour boosts fiber content, which supports gut health and steady energy release. The berry compote is rich in antioxidants that help reduce inflammation from exercise. This delicious meal supports immunity, gut health, and muscle recovery, making it perfect for active weekends.","[""Recovery"",""Energy"",""Better Performance""]"
B-0013,Savory Chickpea Pancakes (Besan Cheela),Breakfast,High-Fiber Vegan Omelette,15 minutes,"{""serving_size"":""1 serving (1-2 pancakes)"",""list"":[{""item"":""Chickpea flour (besan)"",""quantity"":""1/2 cup""},{""item"":""Water"",""quantity"":""1/2 cup (or enough to make a pourable batter)""},{""item"":""Turmeric"",""quantity"":""1/4 teaspoon""},{""item"":""Cumin"",""quantity"":""1/4 teaspoon""},{""item"":""Salt"",""quantity"":""a pinch""},{""item"":""Tomato"",""quantity"":""1 small, finely chopped""},{""item"":""Green chili"",""quantity"":""1, finely chopped (optional, for spice)""},{""item"":""Fresh cilantro"",""quantity"":""2 tablespoons, chopped""}]}","[""step 1: In a mixing bowl, whisk chickpea flour with water, turmeric, cumin, and a pinch of salt until you get a smooth batter (consistency similar to pancake batter). Stir in the finely chopped tomato, green chili, and cilantro. Let it rest 5 minutes."",""step 2: Heat a non-stick skillet over medium heat and add a bit of olive oil to coat. Pour a ladleful of batter onto the pan and spread it out into a thin pancake (~5–6 inches diameter)."",""step 3: Cook for about 2 minutes until the bottom is golden and the top starts to set. Flip the pancake and cook another 1–2 minutes until golden on the other side. Remove and repeat for any remaining batter, making 1–2 pancakes total."",""step 4: Serve hot. These savory pancakes can be enjoyed on their own or with a side of yogurt or chutney.""]","{""serving_unit"":""per 1 serving"",""summary"":""Chickpea flour provides plant protein and a lot of fiber, keeping you full and supporting gut health. The spices like turmeric add anti-inflammatory benefits."",""details"":{""Calories"":""230 kcal"",""Protein"":""10 g"",""Carbs"":""30 g"",""Fiber"":""5 g"",""Fat"":""7 g"",""Saturated_Fat"":""1 g"",""Sugars"":""3 g"",""Sodium"":""150 mg""}}","This traditional Indian breakfast is naturally high in protein and fiber thanks to chickpea flour. Unlike regular pancakes, it has no refined grains – making it low on the glycemic index for sustained energy. Turmeric and cumin not only add flavor but also provide antioxidants. It’s a great savory meal for post-workout recovery or any morning when you need sustained energy, and it’s gentle on the gut since it’s gluten-free and packed with soluble fiber.","[""Recovery"",""Energy"",""Better Performance""]"
BLD-0001,Smoked Salmon & Avocado Egg Toast,Breakfast/Lunch/Dinner,Omega-3 Breakfast Boost,12 minutes,"{""serving_size"":""1 serving"",""list"":[{""item"":""Whole grain bread"",""quantity"":""1 slice (large), toasted""},{""item"":""Egg"",""quantity"":""1 large (poached or fried)""},{""item"":""Smoked salmon"",""quantity"":""2 oz (about 2–3 slices)""},{""item"":""Avocado"",""quantity"":""1/4 medium, sliced""},{""item"":""Fresh dill"",""quantity"":""for garnish (optional)""},{""item"":""Lemon"",""quantity"":""1 wedge (to squeeze on salmon)""},{""item"":""Salt and pepper"",""quantity"":""to taste""}]}","[""step 1: Prepare the egg: poach it in simmering water with a dash of vinegar for ~3 minutes (for a runny yolk), or pan-fry it with a little oil until desired doneness."",""step 2: Lay the toasted whole grain bread on a plate. Arrange avocado slices on the toast, slightly mashing them to cover the bread."",""step 3: Layer the smoked salmon on top of the avocado. Squeeze a bit of lemon juice over the salmon."",""step 4: Place the cooked egg on top of the salmon and avocado. Sprinkle with salt and pepper to taste. Garnish with fresh dill if desired. Serve immediately.""]","{""serving_unit"":""per 1 serving"",""summary"":""This hearty toast provides high-quality protein from the egg and salmon, healthy fats from salmon and avocado (rich in omega-3s), and fiber from the whole grain bread."",""details"":{""Calories"":""300 kcal"",""Protein"":""18 g"",""Carbs"":""20 g"",""Fiber"":""5 g"",""Fat"":""15 g"",""Saturated_Fat"":""3 g"",""Sugars"":""4 g"",""Sodium"":""450 mg""}}","This open-face sandwich is loaded with protein and heart-healthy fats. Smoked salmon provides omega-3 fatty acids and additional protein, which support brain health, reduce inflammation, and aid muscle recovery. The egg contributes complete protein and nutrients like vitamin D and B12. Avocado adds monounsaturated fats and potassium. Together they make a balanced meal that supports sustained energy, muscle repair, and even cognitive function. It’s also rich in probiotics if the smoked salmon is lox-style (cured), which can contribute to gut health.","[""Recovery"",""Energy"",""Better Performance""]"
LD-0001,Grilled Chicken Quinoa Bowl with Roasted Veggies,Lunch/Dinner,Balanced Protein Grain Bowl,30 minutes,"{""serving_size"":""1 serving (Recipe makes 2 servings)"",""list"":[{""item"":""Chicken breast"",""quantity"":""1 (about 8 oz), cut into bite-size pieces - for 2 servings""},{""item"":""Quinoa"",""quantity"":""1/2 cup dry - for 2 servings""},{""item"":""Water or broth"",""quantity"":""1 cup (for cooking quinoa) - for 2 servings""},{""item"":""Bell pepper"",""quantity"":""1, chopped into chunks - for 2 servings""},{""item"":""Zucchini"",""quantity"":""1 small, sliced - for 2 servings""},{""item"":""Red onion"",""quantity"":""1/2, cut into chunks - for 2 servings""},{""item"":""Olive oil"",""quantity"":""2 tablespoons (divided) - for 2 servings""},{""item"":""Lemon juice"",""quantity"":""1 tablespoon - for 2 servings""}]}","[""step 1: Preheat oven to 400°F (200°C). Toss the bell pepper, zucchini, and red onion pieces with 1 tablespoon of olive oil, and a pinch of salt and pepper. Spread on a baking sheet and roast for about 15–20 minutes, stirring halfway, until vegetables are tender and lightly charred."",""step 2: While veggies roast, cook the quinoa: Rinse quinoa and combine with water or broth in a saucepan. Bring to a boil, then reduce heat, cover, and simmer ~15 minutes until liquid is absorbed. Fluff with a fork and set aside."",""step 3: In a bowl, marinate the chicken pieces with lemon juice, minced garlic, Italian seasoning, salt, and pepper for 10–15 minutes (while prepping veggies). Grill the chicken on a preheated grill pan or outdoor grill ~5–6 minutes per side (until internal temp 165°F). Alternatively, pan-sear or bake the chicken. Once done, let it rest 5 minutes, then slice if needed."",""step 4: Assemble the bowl: Divide cooked quinoa into two bowls. Top each with the roasted vegetables and grilled chicken. Drizzle with the remaining 1 tablespoon of olive oil (or a favorite dressing) and a squeeze of lemon if desired. Toss gently and serve warm.""]","{""serving_unit"":""per 1 serving"",""summary"":""This bowl offers lean protein from chicken, complex carbs and fiber from quinoa and veggies, and healthy fats from olive oil."",""details"":{""Calories"":""450 kcal"",""Protein"":""40 g"",""Carbs"":""40 g"",""Fiber"":""6 g"",""Fat"":""15 g"",""Saturated_Fat"":""3 g"",""Sugars"":""8 g"",""Sodium"":""350 mg""}}","This colorful bowl covers all the bases for recovery and energy: lean chicken breast provides high-quality protein for muscle repair, quinoa offers complex carbs and additional protein plus fiber, and the medley of roasted veggies supplies vitamins, antioxidants, and fiber. The balance of macronutrients (protein, carbs, fat) stabilizes blood sugar and energy levels, making it ideal for a post-workout meal or any lunch to refuel. It’s an easy-to-digest combination that supports muscle recovery, immune function (with all the vitamins from veggies), and sustained energy.","[""Recovery"",""Energy"",""Better Performance""]"
LD-0002,Hearty Lentil & Vegetable Soup,Lunch/Dinner,High-Fiber Recovery Stew,45 minutes,"{""serving_size"":""1 serving (Recipe makes 4 servings)"",""list"":[{""item"":""Green or brown lentils"",""quantity"":""1 cup dry (rinsed) - for 4 servings""},{""item"":""Olive oil"",""quantity"":""1 tablespoon - for 4 servings""},{""item"":""Yellow onion"",""quantity"":""1, diced - for 4 servings""},{""item"":""Carrots"",""quantity"":""2, diced - for 4 servings""},{""item"":""Celery"",""quantity"":""2 stalks, diced - for 4 servings""},{""item"":""Garlic"",""quantity"":""3 cloves, minced - for 4 servings""},{""item"":""Diced tomatoes"",""quantity"":""1 can (14 oz) with juices - for 4 servings""},{""item"":""Vegetable broth"",""quantity"":""6 cups (low-sodium if possible) - for 4 servings""}]}","[""step 1: In a large pot, heat olive oil over medium heat. Add diced onion, carrots, and celery. Sauté for 5–6 minutes until onions are translucent and veggies start to soften. Add minced garlic and cook 1 minute more."",""step 2: Stir in the lentils, canned diced tomatoes (with their liquid), bay leaf, dried thyme, cumin, and a pinch of salt and pepper. Pour in the vegetable broth. Bring the soup to a boil."",""step 3: Reduce heat to low, cover, and simmer for about 30 minutes, or until lentils are tender. Stir occasionally. (Add a bit more water or broth if the soup gets too thick.)"",""step 4: Once lentils are soft, stir in the fresh spinach. It will wilt in the hot soup within a minute. Remove the bay leaf. Taste and adjust seasoning with salt and pepper. Serve hot.""]","{""serving_unit"":""per 1 serving"",""summary"":""This hearty soup is low in fat and high in plant protein and fiber. It’s packed with complex carbs and a variety of vegetables, making it nutrient-dense and filling."",""details"":{""Calories"":""300 kcal"",""Protein"":""18 g"",""Carbs"":""50 g"",""Fiber"":""15 g"",""Fat"":""4 g"",""Saturated_Fat"":""0.5 g"",""Sugars"":""8 g"",""Sodium"":""600 mg""}}","This lentil soup is gut-health gold. Lentils are nutrition powerhouses – just 1/2 cup of dry lentils provides about 12 g of protein and 8+ g fiber, including prebiotic fibers that nourish gut bacteria. The medley of vegetables contributes vitamins (like vitamin A and K) and antioxidants, while the warm broth and spices like cumin can be soothing for digestion. It’s a perfect recovery day meal, providing plenty of nutrients without being heavy. The high fiber and protein content keep you full and help stabilize energy levels, aiding in recovery and metabolic health.","[""Recovery"",""Energy"",""Better Performance""]"
LD-0003,Mediterranean Chickpea & Halloumi Salad,Lunch/Dinner,Gut-Friendly Greek Salad Remix,20 minutes,"{""serving_size"":""1 serving (Recipe makes 2 servings)"",""list"":[{""item"":""Chickpeas"",""quantity"":""1 can (15 oz), drained and rinsed (or 1.5 cups cooked) - for 2 servings""},{""item"":""Halloumi cheese"",""quantity"":""4 oz, sliced - for 2 servings""},{""item"":""Cherry tomatoes"",""quantity"":""1 cup, halved - for 2 servings""},{""item"":""Cucumber"",""quantity"":""1 medium, diced - for 2 servings""},{""item"":""Red onion"",""quantity"":""1/4, thinly sliced - for 2 servings""},{""item"":""Fresh parsley"",""quantity"":""1/4 cup, chopped - for 2 servings""},{""item"":""Fresh mint"",""quantity"":""1/4 cup, chopped (optional) - for 2 servings""},{""item"":""Lemon juice (for dressing)"",""quantity"":""2 tablespoons - for 2 servings""}]}","[""step 1: In a dry skillet over medium heat, sear the halloumi slices (no oil needed, or just a dab) for ~1–2 minutes per side until golden. Halloumi is a firm cheese that won’t melt, and searing improves its texture and flavor. Set aside to cool slightly, then chop into bite-sized pieces."",""step 2: In a large bowl, combine cherry tomatoes, cucumber, red onion, chickpeas, and the chopped fresh parsley and mint."",""step 3: In a small bowl or jar, whisk together the dressing ingredients: lemon juice, olive oil, dried oregano, honey, and a pinch of salt and pepper."",""step 4: Pour the dressing over the salad. Toss everything well so the veggies, herbs, and chickpeas are coated. Gently fold in the seared halloumi pieces."",""step 5: Let the salad sit for 10 minutes if possible, to let flavors meld. Serve at room temperature or chilled. This salad keeps well for a day in the fridge.""]","{""serving_unit"":""per 1 serving"",""summary"":""Rich in fiber and plant protein from chickpeas, plus quality protein and calcium from halloumi. The assortment of veggies provides hydration and micronutrients, while the olive oil adds heart-healthy fats."",""details"":{""Calories"":""400 kcal"",""Protein"":""18 g"",""Carbs"":""30 g"",""Fiber"":""8 g"",""Fat"":""22 g"",""Saturated_Fat"":""8 g"",""Sugars"":""8 g"",""Sodium"":""500 mg""}}","This salad takes inspiration from the Mediterranean diet – one of the healthiest for gut and heart. Chickpeas bring plant protein and soluble fiber that aids digestion and feeds good gut bacteria. Halloumi adds protein and calcium; searing it reduces excess salt and makes it more palatable. The mix of fresh veggies (tomatoes, cucumber, herbs) provides antioxidants and anti-inflammatory compounds. The olive oil and lemon dressing not only adds flavor but helps absorb fat-soluble vitamins. It’s a refreshing, high-fiber meal that supports gut health, muscle recovery (protein for rebuilding), and hydration, perfect for a light lunch on a recovery day.","[""Recovery"",""Energy"",""Better Performance""]"
LD-0004,Turmeric-Ginger Chicken Soup with Veggies,Lunch/Dinner,Recovery Elixir Soup,30 minutes,"{""serving_size"":""1 serving (Recipe makes 4 servings)"",""list"":[{""item"":""Chicken breast or thigh"",""quantity"":""2 (about 8 oz total), cut into bite-size pieces (or use cooked shredded chicken) - for 4 servings""},{""item"":""Olive oil"",""quantity"":""1 tablespoon - for 4 servings""},{""item"":""Yellow onion"",""quantity"":""1, diced - for 4 servings""},{""item"":""Carrots"",""quantity"":""2, diced - for 4 servings""},{""item"":""Celery"",""quantity"":""2 stalks, diced - for 4 servings""},{""item"":""Garlic"",""quantity"":""3 cloves, minced - for 4 servings""},{""item"":""Ginger"",""quantity"":""1 tablespoon, grated (or 1 teaspoon ground ginger) - for 4 servings""},{""item"":""Turmeric"",""quantity"":""1/2 teaspoon (ground) - for 4 servings""}]}","[""step 1: In a large pot, heat olive oil over medium heat. Add onion, carrots, and celery. Sauté ~5 minutes until slightly softened. Add minced garlic, grated ginger, and turmeric; cook 1 minute until fragrant (be careful not to burn)."",""step 2: Add chicken pieces to the pot. Cook for 2–3 minutes, stirring occasionally, until the outside of the chicken is opaque (it will finish cooking in the broth)."",""step 3: Pour in the chicken broth. Add the bay leaf, dried thyme, and a pinch of black pepper. Bring the soup to a boil, then reduce heat to low and simmer. If using raw chicken, simmer about 15 minutes; if using pre-cooked shredded chicken, 10 minutes is enough."",""step 4: Add the sliced zucchini in the last 5 minutes of cooking so it doesn’t get too soft. Simmer until zucchini is tender and chicken is cooked through (if not already)."",""step 5: Remove the bay leaf. Stir in the juice of half a lemon for brightness. Taste and add salt and additional pepper as needed. Serve hot.""]","{""serving_unit"":""per 1 serving"",""summary"":""A light but protein-rich soup, with plenty of vitamins and anti-inflammatory agents from turmeric and ginger. Easy to digest and hydrating."",""details"":{""Calories"":""250 kcal"",""Protein"":""25 g"",""Carbs"":""15 g"",""Fiber"":""4 g"",""Fat"":""10 g"",""Saturated_Fat"":""2 g"",""Sugars"":""8 g"",""Sodium"":""500 mg""}}","This isn’t your average chicken soup – it’s enhanced with turmeric and ginger to maximize anti-inflammatory benefits. Ginger can improve digestion and has been used to reduce muscle soreness. Turmeric’s curcumin helps fight inflammation and joint pain after intense physical activity. Lean chicken provides protein for muscle repair, while the variety of vegetables (carrots, celery, zucchini) contribute vitamins, minerals, and fiber for gut health. This soothing soup is perfect on a recovery day or when your body needs gentle nourishment.","[""Recovery"",""Better Performance"",""Energy""]"
LD-0005,Quinoa Tabbouleh with Chickpeas,Lunch/Dinner,Protein-Packed Herb Salad,25 minutes (plus cooling time),"{""serving_size"":""1 serving (Recipe makes 4 servings)"",""list"":[{""item"":""Quinoa"",""quantity"":""1/2 cup dry - for 4 servings""},{""item"":""Water"",""quantity"":""1 cup (or use broth for more flavor) - for 4 servings""},{""item"":""Fresh parsley"",""quantity"":""1 bunch, finely chopped (about 1.5 cups) - for 4 servings""},{""item"":""Fresh mint"",""quantity"":""1/2 bunch, finely chopped (about 1/2 cup) - for 4 servings""},{""item"":""Tomato"",""quantity"":""2 medium, diced - for 4 servings""},{""item"":""Cucumber"",""quantity"":""1 medium, diced - for 4 servings""},{""item"":""Green onion"",""quantity"":""2, thinly sliced - for 4 servings""},{""item"":""Chickpeas"",""quantity"":""1 can (15 oz), drained and rinsed - for 4 servings""}]}","[""step 1: Rinse the quinoa and cook it in 1 cup of water (or broth) according to package directions: bring to a boil, then cover and simmer ~15 minutes until liquid is absorbed. Fluff with a fork and let it cool (spread on a plate to cool faster)."",""step 2: Meanwhile, prepare the herbs and veggies: finely chop parsley and mint leaves. In a large bowl, combine chopped parsley, mint, tomato, cucumber, green onion, and chickpeas."",""step 3: In a small bowl or jar, whisk together the dressing ingredients: lemon juice, olive oil, minced garlic, plus salt and pepper. Ensure the honey (if using in variation) dissolves. (Optional variation: add 1 teaspoon honey for a touch of sweetness in the dressing)."",""step 4: Once quinoa is cooled to at least room temperature, add it to the bowl with the herbs, vegetables, and chickpeas. Pour the dressing over the salad."",""step 5: Toss everything thoroughly. Refrigerate for at least 30 minutes before serving if possible, to let flavors meld. Serve cold or at room temperature. This salad keeps well for 2 days in the fridge.""]","{""serving_unit"":""per 1 serving"",""summary"":""This tabbouleh is much higher in protein than the traditional version, thanks to quinoa (a complete protein) and chickpeas. It’s rich in fiber and vitamin C from the veggies and herbs."",""details"":{""Calories"":""300 kcal"",""Protein"":""10 g"",""Carbs"":""40 g"",""Fiber"":""8 g"",""Fat"":""12 g"",""Saturated_Fat"":""2 g"",""Sugars"":""6 g"",""Sodium"":""300 mg""}}","Traditional tabbouleh is made with bulgur, but here we use quinoa to boost protein and make it gluten-free. Quinoa provides all essential amino acids, supporting muscle repair and keeping this salad satisfying. Chickpeas add extra plant protein and fiber, making it great for blood sugar control and gut health. The abundance of fresh parsley and mint not only gives flavor but also provides antioxidants and digestive enzymes. This salad is light but nourishing – perfect for a recovery meal or side, as it hydrates (high veggie content) and fuels with complex carbs and protein without weighing you down.","[""Recovery"",""Energy"",""Better Performance""]"
LD-0006,Salmon with Sweet Potato & Broccoli,Lunch/Dinner,Omega-3 Power Plate,35 minutes,"{""serving_size"":""1 serving (Recipe makes 2 servings)"",""list"":[{""item"":""Salmon fillets"",""quantity"":""2 (about 5 oz each) - for 2 servings""},{""item"":""Sweet potato"",""quantity"":""1 large, cut into 1-inch cubes - for 2 servings""},{""item"":""Broccoli"",""quantity"":""2 cups florets - for 2 servings""},{""item"":""Olive oil"",""quantity"":""2 tablespoons - for 2 servings""},{""item"":""Garlic"",""quantity"":""2 cloves, minced - for 2 servings""},{""item"":""Soy sauce or tamari"",""quantity"":""1 tablespoon (optional, for seasoning salmon) - for 2 servings""},{""item"":""Honey"",""quantity"":""1 teaspoon (optional, for glaze) - for 2 servings""},{""item"":""Salt and pepper"",""quantity"":""to taste - for 2 servings""}]}","[""step 1: Preheat oven to 400°F (200°C). On a baking sheet, toss the sweet potato cubes with 1 tablespoon of olive oil and a pinch of salt and pepper. Roast for 15 minutes first (they take longer than broccoli and salmon)."",""step 2: Remove the pan, add broccoli florets to the sheet. Drizzle broccoli with a bit of olive oil and sprinkle minced garlic, salt, and pepper over it. Push sweet potatoes to one side if needed and place the salmon fillets on the sheet as well (skin side down if skin-on). Brush salmon with a mixture of soy sauce and honey (if using) or simply season with salt and pepper and a drizzle of olive oil."",""step 3: Return the sheet to the oven and roast everything for another ~15 minutes, until salmon is cooked through (flakes easily with a fork) and sweet potatoes are tender. (Roasting time may vary depending on thickness of salmon; avoid overcooking to keep it moist.)"",""step 4: Serve each plate with a salmon fillet, a portion of roasted sweet potatoes, and broccoli. Spoon any pan juices over the salmon and veggies.""]","{""serving_unit"":""per 1 serving"",""summary"":""Provides high-quality protein and omega-3 fats from salmon, complex carbs and vitamin A from sweet potatoes, and fiber plus vitamin C from broccoli."",""details"":{""Calories"":""500 kcal"",""Protein"":""35 g"",""Carbs"":""45 g"",""Fiber"":""8 g"",""Fat"":""22 g"",""Saturated_Fat"":""4 g"",""Sugars"":""12 g"",""Sodium"":""400 mg""}}","Salmon is a superstar protein for both muscle and gut health. It’s rich in omega-3 fatty acids, which reduce inflammation and support recovery. It’s also a “soft” protein that’s easier to digest than red meat. Pairing salmon with complex carbs like sweet potato (full of fiber and vitamin A) and a cruciferous veggie like broccoli creates a balanced meal. Broccoli offers compounds that support liver detox and gut health. This meal provides a great mix of protein, fiber, and anti-inflammatory nutrients to refuel muscles, support the immune system, and keep the gut happy post-workout.","[""Recovery"",""Energy"",""Better Performance""]"
LD-0007,Asian Turkey & Lettuce Wraps,Lunch/Dinner,Low-Carb Protein Wraps,20 minutes,"{""serving_size"":""1 serving (Recipe makes 4 servings)"",""list"":[{""item"":""Ground turkey"",""quantity"":""1 lb (93% lean preferred) - for 4 servings""},{""item"":""Olive or sesame oil"",""quantity"":""1 tablespoon - for 4 servings""},{""item"":""Garlic"",""quantity"":""3 cloves, minced - for 4 servings""},{""item"":""Ginger"",""quantity"":""1 tablespoon, minced - for 4 servings""},{""item"":""Soy sauce (or tamari)"",""quantity"":""3 tablespoons - for 4 servings""},{""item"":""Rice vinegar"",""quantity"":""1 tablespoon - for 4 servings""},{""item"":""Honey"",""quantity"":""1 teaspoon - for 4 servings""},{""item"":""Sesame oil (for flavor)"",""quantity"":""1 teaspoon - for 4 servings""}]}","[""step 1: In a skillet, heat 1 tablespoon of oil over medium-high. Add the ground turkey, breaking it up with a spoon. Cook until browned and cooked through, about 5–7 minutes. Drain any excess liquid if needed."",""step 2: Stir in the minced garlic and ginger, cooking for 1 minute until fragrant."",""step 3: In a small bowl, whisk together soy sauce, rice vinegar, honey, sesame oil, and lime juice (if using). Pour this sauce into the skillet with the turkey. Add the chopped water chestnuts and half of the green onions. Cook, stirring, for another 2–3 minutes, allowing the turkey to absorb the flavors. The mixture should be moist but not too saucy. Remove from heat."",""step 4: To serve, spoon the turkey mixture into lettuce leaves, as you would a taco. Top with shredded carrot and remaining green onions for freshness and crunch. Wrap up and eat handheld.""]","{""serving_unit"":""per 1 serving"",""summary"":""These lettuce wraps are low in carbs but high in protein and flavor. They provide a range of micronutrients from the veggies and ginger/garlic."",""details"":{""Calories"":""300 kcal"",""Protein"":""25 g"",""Carbs"":""15 g"",""Fiber"":""3 g"",""Fat"":""15 g"",""Saturated_Fat"":""3 g"",""Sugars"":""8 g"",""Sodium"":""600 mg""}}","Swapping out tortillas for lettuce makes this a light, low-carb meal that’s easy on the gut. Ground turkey is a lean source of protein rich in tryptophan (which can help with mood and sleep) and provides iron and zinc for recovery. The ginger and garlic not only add flavor but also have immune-boosting, anti-inflammatory properties. Lettuce and water chestnuts add hydration and fiber without bulk, aiding digestion. This meal is high in protein to keep recovery on track while being low in heavy starches, so you get sustained energy without feeling weighed down.","[""Recovery"",""Better Performance"",""Energy""]"
